,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
3502746,2008,6,21,6,1923.0,1900,2054.0,2035,AA,1411,N450AA,151.0,155.0,110.0,19.0,23.0,EWR,ORD,719,6.0,35.0,0,N,0,2.0,0.0,0.0,0.0,17.0
3502748,2008,6,23,1,2002.0,1900,2109.0,2035,AA,1411,N293AA,127.0,155.0,105.0,34.0,62.0,EWR,ORD,719,7.0,15.0,0,N,0,0.0,0.0,2.0,0.0,32.0
3502749,2008,6,24,2,2029.0,1900,2215.0,2035,AA,1411,N507AA,166.0,155.0,111.0,100.0,89.0,EWR,ORD,719,13.0,42.0,0,N,0,0.0,0.0,33.0,0.0,67.0
3502751,2008,6,26,4,2044.0,1900,2218.0,2035,AA,1411,N429AA,154.0,155.0,110.0,103.0,104.0,EWR,ORD,719,9.0,35.0,0,N,0,0.0,0.0,2.0,0.0,101.0
3502752,2008,6,27,5,1919.0,1900,2103.0,2035,AA,1411,N402AA,164.0,155.0,112.0,28.0,19.0,EWR,ORD,719,15.0,37.0,0,N,0,0.0,0.0,28.0,0.0,0.0
3502753,2008,6,28,6,2024.0,1900,2150.0,2035,AA,1411,N406AA,146.0,155.0,114.0,75.0,84.0,EWR,ORD,719,11.0,21.0,0,N,0,2.0,0.0,0.0,0.0,73.0
3502756,2008,6,1,7,2158.0,2150,2318.0,2310,AA,1411,N442AA,80.0,80.0,57.0,8.0,8.0,ORD,MSP,334,6.0,17.0,0,N,0,,,,,
3502758,2008,6,3,2,2355.0,2150,126.0,2310,AA,1411,N424AA,91.0,80.0,58.0,136.0,125.0,ORD,MSP,334,13.0,20.0,0,N,0,54.0,0.0,11.0,0.0,71.0
3502759,2008,6,4,3,2302.0,2150,11.0,2310,AA,1411,N441AA,69.0,80.0,52.0,61.0,72.0,ORD,MSP,334,6.0,11.0,0,N,0,14.0,0.0,8.0,0.0,39.0
3502760,2008,6,5,4,2348.0,2150,102.0,2310,AA,1411,N481AA,74.0,80.0,57.0,112.0,118.0,ORD,MSP,334,5.0,12.0,0,N,0,0.0,0.0,8.0,0.0,104.0
3502761,2008,6,6,5,102.0,2150,229.0,2310,AA,1411,N520AA,87.0,80.0,59.0,199.0,192.0,ORD,MSP,334,5.0,23.0,0,N,0,56.0,0.0,22.0,0.0,121.0
3502762,2008,6,7,6,2205.0,2150,2357.0,2310,AA,1411,N576AA,112.0,80.0,87.0,47.0,15.0,ORD,MSP,334,5.0,20.0,0,N,0,0.0,0.0,32.0,0.0,15.0
3502764,2008,6,9,1,2326.0,2150,29.0,2310,AA,1411,N453AA,63.0,80.0,49.0,79.0,96.0,ORD,MSP,334,6.0,8.0,0,N,0,0.0,0.0,2.0,0.0,77.0
3502765,2008,6,10,2,2347.0,2150,113.0,2310,AA,1411,N566AA,86.0,80.0,57.0,123.0,117.0,ORD,MSP,334,11.0,18.0,0,N,0,0.0,0.0,104.0,0.0,19.0
3502766,2008,6,11,3,2216.0,2150,2349.0,2310,AA,1411,N4WLAA,93.0,80.0,58.0,39.0,26.0,ORD,MSP,334,6.0,29.0,0,N,0,0.0,0.0,19.0,0.0,20.0
3502767,2008,6,12,4,2339.0,2150,108.0,2310,AA,1411,N4XSAA,89.0,80.0,62.0,118.0,109.0,ORD,MSP,334,7.0,20.0,0,N,0,38.0,0.0,9.0,0.0,71.0
3502768,2008,6,13,5,2334.0,2150,43.0,2310,AA,1411,N581AA,69.0,80.0,52.0,93.0,104.0,ORD,MSP,334,6.0,11.0,0,N,0,0.0,4.0,0.0,0.0,89.0
3502770,2008,6,15,7,2246.0,2150,21.0,2310,AA,1411,N561AA,95.0,80.0,55.0,71.0,56.0,ORD,MSP,334,3.0,37.0,0,N,0,0.0,0.0,23.0,0.0,48.0
3502771,2008,6,16,1,2212.0,2150,2342.0,2310,AA,1411,N578AA,90.0,80.0,55.0,32.0,22.0,ORD,MSP,334,5.0,30.0,0,N,0,0.0,22.0,10.0,0.0,0.0
3502774,2008,6,19,4,2241.0,2150,2356.0,2310,AA,1411,N464AA,75.0,80.0,55.0,46.0,51.0,ORD,MSP,334,4.0,16.0,0,N,0,5.0,0.0,0.0,0.0,41.0
3502775,2008,6,20,5,2157.0,2150,2323.0,2310,AA,1411,N440AA,86.0,80.0,54.0,13.0,7.0,ORD,MSP,334,7.0,25.0,0,N,0,,,,,
3502777,2008,6,22,7,2251.0,2150,13.0,2310,AA,1411,N223AA,82.0,80.0,53.0,63.0,61.0,ORD,MSP,334,7.0,22.0,0,N,0,0.0,0.0,25.0,0.0,38.0
3502779,2008,6,24,2,2258.0,2150,15.0,2310,AA,1411,N507AA,77.0,80.0,56.0,65.0,68.0,ORD,MSP,334,5.0,16.0,0,N,0,8.0,0.0,0.0,0.0,57.0
3502781,2008,6,26,4,2251.0,2150,16.0,2310,AA,1411,N429AA,85.0,80.0,51.0,66.0,61.0,ORD,MSP,334,6.0,28.0,0,N,0,0.0,0.0,5.0,0.0,61.0
3502782,2008,6,27,5,2251.0,2150,4.0,2310,AA,1411,N402AA,73.0,80.0,55.0,54.0,61.0,ORD,MSP,334,5.0,13.0,0,N,0,54.0,0.0,0.0,0.0,0.0
3502783,2008,6,28,6,2224.0,2150,2347.0,2310,AA,1411,N406AA,83.0,80.0,52.0,37.0,34.0,ORD,MSP,334,9.0,22.0,0,N,0,0.0,0.0,3.0,0.0,34.0
3502784,2008,6,29,7,2331.0,2150,38.0,2310,AA,1411,N451AA,67.0,80.0,50.0,88.0,101.0,ORD,MSP,334,6.0,11.0,0,N,0,57.0,0.0,0.0,0.0,31.0
3502788,2008,6,3,2,1929.0,1745,2100.0,1915,AA,1412,N4XXAA,91.0,90.0,65.0,105.0,104.0,MCI,ORD,403,13.0,13.0,0,N,0,0.0,0.0,88.0,0.0,17.0
3502789,2008,6,4,3,1915.0,1745,2049.0,1915,AA,1412,N565AA,94.0,90.0,61.0,94.0,90.0,MCI,ORD,403,8.0,25.0,0,N,0,0.0,0.0,91.0,0.0,3.0
3502790,2008,6,5,4,1846.0,1745,2023.0,1915,AA,1412,N4XXAA,97.0,90.0,55.0,68.0,61.0,MCI,ORD,403,4.0,38.0,0,N,0,0.0,0.0,49.0,0.0,19.0
3502791,2008,6,6,5,2019.0,1745,2139.0,1915,AA,1412,N565AA,80.0,90.0,60.0,144.0,154.0,MCI,ORD,403,9.0,11.0,0,N,0,0.0,0.0,133.0,0.0,11.0
3502792,2008,6,7,6,1822.0,1745,1946.0,1915,AA,1412,N417AA,84.0,90.0,64.0,31.0,37.0,MCI,ORD,403,5.0,15.0,0,N,0,0.0,0.0,0.0,0.0,31.0
3502793,2008,6,8,7,650.0,1745,806.0,1915,AA,1412,N569AA,76.0,90.0,62.0,771.0,785.0,MCI,ORD,403,6.0,8.0,0,N,0,0.0,0.0,771.0,0.0,0.0
3502794,2008,6,9,1,1926.0,1745,2116.0,1915,AA,1412,N563AA,110.0,90.0,63.0,121.0,101.0,MCI,ORD,403,4.0,43.0,0,N,0,0.0,0.0,111.0,0.0,10.0
3502796,2008,6,11,3,1751.0,1745,1915.0,1915,AA,1412,N4XMAA,84.0,90.0,64.0,0.0,6.0,MCI,ORD,403,10.0,10.0,0,N,0,,,,,
3502797,2008,6,12,4,1830.0,1745,2025.0,1915,AA,1412,N583AA,115.0,90.0,76.0,70.0,45.0,MCI,ORD,403,10.0,29.0,0,N,0,0.0,0.0,41.0,0.0,29.0
3502798,2008,6,13,5,1836.0,1745,1951.0,1915,AA,1412,N564AA,75.0,90.0,57.0,36.0,51.0,MCI,ORD,403,6.0,12.0,0,N,0,0.0,0.0,11.0,0.0,25.0
3502800,2008,6,15,7,1909.0,1745,2033.0,1915,AA,1412,N573AA,84.0,90.0,63.0,78.0,84.0,MCI,ORD,403,10.0,11.0,0,N,0,0.0,0.0,0.0,0.0,78.0
3502801,2008,6,16,1,1812.0,1745,1951.0,1915,AA,1412,N4XEAA,99.0,90.0,68.0,36.0,27.0,MCI,ORD,403,7.0,24.0,0,N,0,0.0,0.0,36.0,0.0,0.0
3502804,2008,6,19,4,1801.0,1745,1939.0,1915,AA,1412,N437AA,98.0,90.0,77.0,24.0,16.0,MCI,ORD,403,7.0,14.0,0,N,0,0.0,10.0,8.0,0.0,6.0
3502805,2008,6,20,5,1842.0,1745,2024.0,1915,AA,1412,N568AA,102.0,90.0,67.0,69.0,57.0,MCI,ORD,403,9.0,26.0,0,N,0,0.0,0.0,44.0,0.0,25.0
3502807,2008,6,22,7,1756.0,1745,2053.0,1915,AA,1412,N4YUAA,177.0,90.0,76.0,98.0,11.0,MCI,ORD,403,31.0,70.0,0,N,0,0.0,0.0,98.0,0.0,0.0
3502810,2008,6,25,3,1756.0,1745,1926.0,1915,AA,1412,N594AA,90.0,90.0,66.0,11.0,11.0,MCI,ORD,403,9.0,15.0,0,N,0,,,,,
3502812,2008,6,27,5,1754.0,1745,2018.0,1915,AA,1412,N542AA,144.0,90.0,59.0,63.0,9.0,MCI,ORD,403,53.0,32.0,0,N,0,0.0,0.0,54.0,0.0,9.0
3502813,2008,6,28,6,1838.0,1745,2012.0,1915,AA,1412,N4WXAA,94.0,90.0,54.0,57.0,53.0,MCI,ORD,403,9.0,31.0,0,N,0,0.0,0.0,12.0,0.0,45.0
3502814,2008,6,29,7,1844.0,1745,2012.0,1915,AA,1412,N475AA,88.0,90.0,57.0,57.0,59.0,MCI,ORD,403,6.0,25.0,0,N,0,0.0,0.0,57.0,0.0,0.0
3502821,2008,6,6,5,737.0,710,832.0,750,AA,1413,N477AA,175.0,160.0,151.0,42.0,27.0,DFW,LAS,1055,9.0,15.0,0,N,0,27.0,0.0,15.0,0.0,0.0
3502823,2008,6,8,7,716.0,710,758.0,750,AA,1413,N236AA,162.0,160.0,143.0,8.0,6.0,DFW,LAS,1055,8.0,11.0,0,N,0,,,,,
3502824,2008,6,9,1,717.0,710,806.0,750,AA,1413,N544AA,169.0,160.0,151.0,16.0,7.0,DFW,LAS,1055,7.0,11.0,0,N,0,7.0,0.0,9.0,0.0,0.0
3502832,2008,6,18,3,717.0,710,803.0,750,AA,1413,N423AA,166.0,160.0,146.0,13.0,7.0,DFW,LAS,1055,7.0,13.0,0,N,0,,,,,
3502833,2008,6,19,4,833.0,710,922.0,750,AA,1413,N279AA,169.0,160.0,149.0,92.0,83.0,DFW,LAS,1055,5.0,15.0,0,N,0,0.0,83.0,9.0,0.0,0.0
3502845,2008,6,1,7,1203.0,1155,1738.0,1730,AA,1414,N5FHAA,215.0,215.0,192.0,8.0,8.0,SEA,STL,1710,4.0,19.0,0,N,0,,,,,
3502846,2008,6,2,1,1204.0,1155,1733.0,1730,AA,1414,N5ERAA,209.0,215.0,184.0,3.0,9.0,SEA,STL,1710,5.0,20.0,0,N,0,,,,,
3502848,2008,6,4,3,1202.0,1155,1746.0,1730,AA,1414,N5BVAA,224.0,215.0,201.0,16.0,7.0,SEA,STL,1710,4.0,19.0,0,N,0,0.0,0.0,9.0,0.0,7.0
3502852,2008,6,8,7,1208.0,1155,1742.0,1730,AA,1414,N623AA,214.0,215.0,198.0,12.0,13.0,SEA,STL,1710,3.0,13.0,0,N,0,,,,,
3502853,2008,6,9,1,1212.0,1155,1753.0,1730,AA,1414,N5FHAA,221.0,215.0,191.0,23.0,17.0,SEA,STL,1710,7.0,23.0,0,N,0,9.0,0.0,6.0,0.0,8.0
3502854,2008,6,10,2,1207.0,1155,1746.0,1730,AA,1414,N5FFAA,219.0,215.0,198.0,16.0,12.0,SEA,STL,1710,4.0,17.0,0,N,0,2.0,0.0,4.0,0.0,10.0
3502855,2008,6,11,3,1231.0,1155,1814.0,1730,AA,1414,N5BWAA,223.0,215.0,195.0,44.0,36.0,SEA,STL,1710,6.0,22.0,0,N,0,16.0,0.0,8.0,0.0,20.0
3502856,2008,6,12,4,1203.0,1155,1737.0,1730,AA,1414,N5CAAA,214.0,215.0,195.0,7.0,8.0,SEA,STL,1710,4.0,15.0,0,N,0,,,,,
3502857,2008,6,13,5,1225.0,1155,1739.0,1730,AA,1414,N5BUAA,194.0,215.0,176.0,9.0,30.0,SEA,STL,1710,2.0,16.0,0,N,0,,,,,
3502858,2008,6,14,6,1214.0,1155,1737.0,1730,AA,1414,N5DVAA,203.0,215.0,184.0,7.0,19.0,SEA,STL,1710,4.0,15.0,0,N,0,,,,,
3502859,2008,6,15,7,1227.0,1155,1753.0,1730,AA,1414,N5DNAA,206.0,215.0,188.0,23.0,32.0,SEA,STL,1710,5.0,13.0,0,N,0,9.0,0.0,0.0,0.0,14.0
3502860,2008,6,16,1,1204.0,1155,1730.0,1730,AA,1414,N642AA,206.0,215.0,185.0,0.0,9.0,SEA,STL,1710,4.0,17.0,0,N,0,,,,,
3502861,2008,6,17,2,1207.0,1155,1749.0,1730,AA,1414,N639AA,222.0,215.0,192.0,19.0,12.0,SEA,STL,1710,8.0,22.0,0,N,0,1.0,0.0,7.0,0.0,11.0
3502862,2008,6,18,3,1203.0,1155,1738.0,1730,AA,1414,N620AA,215.0,215.0,197.0,8.0,8.0,SEA,STL,1710,4.0,14.0,0,N,0,,,,,
3502863,2008,6,19,4,1213.0,1155,1802.0,1730,AA,1414,N5CKAA,229.0,215.0,197.0,32.0,18.0,SEA,STL,1710,4.0,28.0,0,N,0,13.0,0.0,14.0,0.0,5.0
3502864,2008,6,20,5,1208.0,1155,1743.0,1730,AA,1414,N617AA,215.0,215.0,193.0,13.0,13.0,SEA,STL,1710,3.0,19.0,0,N,0,,,,,
3502866,2008,6,22,7,1230.0,1155,1804.0,1730,AA,1414,N5CVAA,214.0,215.0,194.0,34.0,35.0,SEA,STL,1710,3.0,17.0,0,N,0,15.0,0.0,0.0,0.0,19.0
3502870,2008,6,26,4,1216.0,1155,1748.0,1730,AA,1414,N5FJAA,212.0,215.0,194.0,18.0,21.0,SEA,STL,1710,3.0,15.0,0,N,0,15.0,0.0,0.0,0.0,3.0
3502871,2008,6,27,5,1203.0,1155,1741.0,1730,AA,1414,N624AA,218.0,215.0,191.0,11.0,8.0,SEA,STL,1710,3.0,24.0,0,N,0,,,,,
3502874,2008,6,30,1,1202.0,1155,1746.0,1730,AA,1414,N5EGAA,224.0,215.0,200.0,16.0,7.0,SEA,STL,1710,3.0,21.0,0,N,0,7.0,0.0,9.0,0.0,0.0
3502875,2008,6,1,7,1924.0,1915,2110.0,2050,AA,1415,N4YRAA,226.0,215.0,209.0,20.0,9.0,DFW,SFO,1464,4.0,13.0,0,N,0,9.0,0.0,11.0,0.0,0.0
3502877,2008,6,3,2,2055.0,1915,2320.0,2050,AA,1415,N597AA,265.0,215.0,212.0,150.0,100.0,DFW,SFO,1464,6.0,47.0,0,N,0,0.0,0.0,62.0,0.0,88.0
3502879,2008,6,5,4,2019.0,1915,2242.0,2050,AA,1415,N4WJAA,263.0,215.0,243.0,112.0,64.0,DFW,SFO,1464,6.0,14.0,0,N,0,63.0,0.0,48.0,0.0,1.0
3502880,2008,6,6,5,2033.0,1915,2213.0,2050,AA,1415,N4YUAA,220.0,215.0,197.0,83.0,78.0,DFW,SFO,1464,11.0,12.0,0,N,0,46.0,0.0,5.0,0.0,32.0
3502883,2008,6,9,1,2052.0,1915,2227.0,2050,AA,1415,N4WAAA,215.0,215.0,202.0,97.0,97.0,DFW,SFO,1464,3.0,10.0,0,N,0,0.0,23.0,0.0,0.0,74.0
3502886,2008,6,12,4,1923.0,1915,2108.0,2050,AA,1415,N593AA,225.0,215.0,204.0,18.0,8.0,DFW,SFO,1464,4.0,17.0,0,N,0,8.0,0.0,10.0,0.0,0.0
3502887,2008,6,13,5,2118.0,1915,2258.0,2050,AA,1415,N4WAAA,220.0,215.0,203.0,128.0,123.0,DFW,SFO,1464,4.0,13.0,0,N,0,12.0,0.0,5.0,0.0,111.0
3502888,2008,6,14,6,1924.0,1915,2055.0,2050,AA,1415,N4XJAA,211.0,215.0,193.0,5.0,9.0,DFW,SFO,1464,6.0,12.0,0,N,0,,,,,
3502889,2008,6,15,7,1943.0,1915,2122.0,2050,AA,1415,N4YGAA,219.0,215.0,195.0,32.0,28.0,DFW,SFO,1464,3.0,21.0,0,N,0,28.0,0.0,4.0,0.0,0.0
3502890,2008,6,16,1,2052.0,1915,2237.0,2050,AA,1415,N544AA,225.0,215.0,207.0,107.0,97.0,DFW,SFO,1464,3.0,15.0,0,N,0,3.0,0.0,10.0,0.0,94.0
3502891,2008,6,17,2,1931.0,1915,2122.0,2050,AA,1415,N476AA,231.0,215.0,205.0,32.0,16.0,DFW,SFO,1464,8.0,18.0,0,N,0,0.0,13.0,16.0,0.0,3.0
3502892,2008,6,18,3,1937.0,1915,2122.0,2050,AA,1415,N572AA,225.0,215.0,205.0,32.0,22.0,DFW,SFO,1464,4.0,16.0,0,N,0,0.0,0.0,10.0,0.0,22.0
3502893,2008,6,19,4,2104.0,1915,2245.0,2050,AA,1415,N4WJAA,221.0,215.0,206.0,115.0,109.0,DFW,SFO,1464,3.0,12.0,0,N,0,0.0,56.0,6.0,0.0,53.0
3502894,2008,6,20,5,1923.0,1915,2055.0,2050,AA,1415,N548AA,212.0,215.0,189.0,5.0,8.0,DFW,SFO,1464,6.0,17.0,0,N,0,,,,,
3502897,2008,6,23,1,2026.0,1915,2211.0,2050,AA,1415,N4WJAA,225.0,215.0,193.0,81.0,71.0,DFW,SFO,1464,3.0,29.0,0,N,0,0.0,0.0,48.0,0.0,33.0
3502898,2008,6,24,2,1926.0,1915,2051.0,2050,AA,1415,N4YFAA,205.0,215.0,191.0,1.0,11.0,DFW,SFO,1464,3.0,11.0,0,N,0,,,,,
3502899,2008,6,25,3,1923.0,1915,2103.0,2050,AA,1415,N200AA,220.0,215.0,199.0,13.0,8.0,DFW,SFO,1464,8.0,13.0,0,N,0,,,,,
3502900,2008,6,26,4,2026.0,1915,2210.0,2050,AA,1415,N4YCAA,224.0,215.0,198.0,80.0,71.0,DFW,SFO,1464,3.0,23.0,0,N,0,0.0,0.0,80.0,0.0,0.0
3502904,2008,6,30,1,1950.0,1915,2125.0,2050,AA,1415,N4XGAA,215.0,215.0,195.0,35.0,35.0,DFW,SFO,1464,4.0,16.0,0,N,0,11.0,0.0,0.0,0.0,24.0
3502907,2008,6,3,2,1710.0,1545,2003.0,1815,AA,1415,N597AA,233.0,210.0,182.0,108.0,85.0,PHL,DFW,1302,6.0,45.0,0,N,0,0.0,0.0,28.0,0.0,80.0
3502908,2008,6,4,3,1551.0,1545,1832.0,1815,AA,1415,N4XJAA,221.0,210.0,186.0,17.0,6.0,PHL,DFW,1302,12.0,23.0,0,N,0,6.0,0.0,11.0,0.0,0.0
3502909,2008,6,5,4,1619.0,1545,1836.0,1815,AA,1415,N4WJAA,197.0,210.0,173.0,21.0,34.0,PHL,DFW,1302,10.0,14.0,0,N,0,0.0,0.0,3.0,0.0,18.0
3502910,2008,6,6,5,1607.0,1545,1907.0,1815,AA,1415,N4YUAA,240.0,210.0,177.0,52.0,22.0,PHL,DFW,1302,37.0,26.0,0,N,0,12.0,0.0,30.0,0.0,10.0
3502912,2008,6,8,7,1553.0,1545,1805.0,1815,AA,1415,N4WWAA,192.0,210.0,170.0,-10.0,8.0,PHL,DFW,1302,6.0,16.0,0,N,0,,,,,
3502913,2008,6,9,1,1632.0,1545,1949.0,1815,AA,1415,N4WAAA,257.0,210.0,214.0,94.0,47.0,PHL,DFW,1302,6.0,37.0,0,N,0,0.0,0.0,48.0,0.0,46.0
3502914,2008,6,10,2,1555.0,1545,1831.0,1815,AA,1415,N496AA,216.0,210.0,182.0,16.0,10.0,PHL,DFW,1302,12.0,22.0,0,N,0,0.0,0.0,7.0,0.0,9.0
3502916,2008,6,12,4,1558.0,1545,1830.0,1815,AA,1415,N593AA,212.0,210.0,166.0,15.0,13.0,PHL,DFW,1302,23.0,23.0,0,N,0,13.0,0.0,2.0,0.0,0.0
3502917,2008,6,13,5,1742.0,1545,2026.0,1815,AA,1415,N4WAAA,224.0,210.0,174.0,131.0,117.0,PHL,DFW,1302,11.0,39.0,0,N,0,18.0,0.0,14.0,0.0,99.0
3502918,2008,6,14,6,1606.0,1545,1838.0,1815,AA,1415,N4XJAA,212.0,210.0,174.0,23.0,21.0,PHL,DFW,1302,7.0,31.0,0,N,0,0.0,4.0,2.0,0.0,17.0
3502920,2008,6,16,1,1636.0,1545,2009.0,1815,AA,1415,N544AA,273.0,210.0,181.0,114.0,51.0,PHL,DFW,1302,13.0,79.0,0,N,0,0.0,0.0,73.0,0.0,41.0
3502923,2008,6,19,4,1702.0,1545,1928.0,1815,AA,1415,N4WJAA,206.0,210.0,174.0,73.0,77.0,PHL,DFW,1302,12.0,20.0,0,N,0,0.0,9.0,0.0,0.0,64.0
3502927,2008,6,23,1,1614.0,1545,1908.0,1815,AA,1415,N4WJAA,234.0,210.0,176.0,53.0,29.0,PHL,DFW,1302,7.0,51.0,0,N,0,0.0,0.0,27.0,0.0,26.0
3502928,2008,6,24,2,1600.0,1545,1835.0,1815,AA,1415,N4YFAA,215.0,210.0,170.0,20.0,15.0,PHL,DFW,1302,24.0,21.0,0,N,0,0.0,0.0,19.0,0.0,1.0
3502931,2008,6,27,5,1552.0,1545,1819.0,1815,AA,1415,N588AA,207.0,210.0,174.0,4.0,7.0,PHL,DFW,1302,9.0,24.0,0,N,0,,,,,
3502934,2008,6,30,1,1625.0,1545,1859.0,1815,AA,1415,N4XGAA,214.0,210.0,171.0,44.0,40.0,PHL,DFW,1302,5.0,38.0,0,N,0,18.0,0.0,4.0,0.0,22.0
3502935,2008,6,14,6,1508.0,1340,,1720,AA,1416,N064AA,,220.0,,,88.0,SJU,BDL,1666,,71.0,0,N,1,,,,,
3502940,2008,6,5,4,1608.0,1340,1946.0,1735,AA,1416,N060AA,218.0,235.0,196.0,131.0,148.0,SJU,JFK,1597,12.0,10.0,0,N,0,107.0,0.0,0.0,0.0,24.0
3502941,2008,6,6,5,1428.0,1340,1802.0,1735,AA,1416,N051AA,214.0,235.0,195.0,27.0,48.0,SJU,JFK,1597,9.0,10.0,0,N,0,25.0,0.0,0.0,0.0,2.0
3502942,2008,6,7,6,1603.0,1340,2008.0,1735,AA,1416,N065AA,245.0,235.0,206.0,153.0,143.0,SJU,JFK,1597,26.0,13.0,0,N,0,0.0,0.0,10.0,0.0,143.0
3502943,2008,6,8,7,1638.0,1340,2115.0,1735,AA,1416,N060AA,277.0,235.0,235.0,220.0,178.0,SJU,JFK,1597,32.0,10.0,0,N,0,0.0,0.0,42.0,0.0,178.0
3502947,2008,6,12,4,1353.0,1340,1739.0,1735,AA,1416,N051AA,226.0,235.0,195.0,4.0,13.0,SJU,JFK,1597,20.0,11.0,0,N,0,,,,,
3502948,2008,6,13,5,1347.0,1340,1748.0,1735,AA,1416,N061AA,241.0,235.0,208.0,13.0,7.0,SJU,JFK,1597,19.0,14.0,0,N,0,,,,,
3502950,2008,6,16,1,1406.0,1340,1804.0,1735,AA,1416,N063AA,238.0,235.0,202.0,29.0,26.0,SJU,JFK,1597,15.0,21.0,0,N,0,1.0,0.0,3.0,0.0,25.0
3502951,2008,6,17,2,1518.0,1340,1921.0,1735,AA,1416,N056AA,243.0,235.0,215.0,106.0,98.0,SJU,JFK,1597,12.0,16.0,0,N,0,98.0,0.0,8.0,0.0,0.0
3502954,2008,6,20,5,1426.0,1340,1806.0,1735,AA,1416,N077AA,220.0,235.0,197.0,31.0,46.0,SJU,JFK,1597,10.0,13.0,0,N,0,10.0,0.0,0.0,0.0,21.0
3502955,2008,6,21,6,1956.0,1340,2333.0,1735,AA,1416,N7BUAA,217.0,235.0,193.0,358.0,376.0,SJU,JFK,1597,13.0,11.0,0,N,0,6.0,0.0,0.0,0.0,352.0
3502956,2008,6,22,7,1441.0,1340,1834.0,1735,AA,1416,N073AA,233.0,235.0,204.0,59.0,61.0,SJU,JFK,1597,15.0,14.0,0,N,0,45.0,0.0,0.0,0.0,14.0
3502959,2008,6,25,3,1448.0,1340,1920.0,1735,AA,1416,N063AA,272.0,235.0,217.0,105.0,68.0,SJU,JFK,1597,17.0,38.0,0,N,0,68.0,0.0,37.0,0.0,0.0
3502960,2008,6,26,4,1403.0,1340,1903.0,1735,AA,1416,N052AA,300.0,235.0,222.0,88.0,23.0,SJU,JFK,1597,23.0,55.0,0,N,0,23.0,0.0,65.0,0.0,0.0
3502961,2008,6,27,5,1516.0,1340,1853.0,1735,AA,1416,N056AA,217.0,235.0,197.0,78.0,96.0,SJU,JFK,1597,8.0,12.0,0,N,0,2.0,0.0,0.0,0.0,76.0
3502962,2008,6,28,6,1357.0,1340,1757.0,1735,AA,1416,N071AA,240.0,235.0,211.0,22.0,17.0,SJU,JFK,1597,17.0,12.0,0,N,0,1.0,0.0,5.0,0.0,16.0
3502963,2008,6,29,7,1532.0,1340,1949.0,1735,AA,1416,N050AA,257.0,235.0,218.0,134.0,112.0,SJU,JFK,1597,21.0,18.0,0,N,0,42.0,0.0,22.0,0.0,70.0
3502964,2008,6,30,1,1402.0,1340,1807.0,1735,AA,1416,N051AA,245.0,235.0,206.0,32.0,22.0,SJU,JFK,1597,27.0,12.0,0,N,0,0.0,0.0,10.0,12.0,10.0
3502967,2008,6,3,2,1517.0,1445,1745.0,1630,AA,1417,N569AA,268.0,225.0,220.0,75.0,32.0,ORD,LAS,1515,10.0,38.0,0,N,0,0.0,0.0,43.0,0.0,32.0
3502969,2008,6,5,4,1503.0,1445,1702.0,1630,AA,1417,N4XHAA,239.0,225.0,217.0,32.0,18.0,ORD,LAS,1515,11.0,11.0,0,N,0,0.0,0.0,14.0,0.0,18.0
3502970,2008,6,6,5,1528.0,1445,1815.0,1630,AA,1417,N4XHAA,287.0,225.0,219.0,105.0,43.0,ORD,LAS,1515,20.0,48.0,0,N,0,0.0,0.0,65.0,0.0,40.0
3502971,2008,6,7,6,1517.0,1445,1727.0,1630,AA,1417,N596AA,250.0,225.0,221.0,57.0,32.0,ORD,LAS,1515,8.0,21.0,0,N,0,0.0,0.0,35.0,0.0,22.0
3502973,2008,6,9,1,1540.0,1445,1752.0,1630,AA,1417,N570AA,252.0,225.0,215.0,82.0,55.0,ORD,LAS,1515,13.0,24.0,0,N,0,0.0,0.0,34.0,0.0,48.0
3502977,2008,6,13,5,1534.0,1445,1743.0,1630,AA,1417,N436AA,249.0,225.0,214.0,73.0,49.0,ORD,LAS,1515,8.0,27.0,0,N,0,0.0,0.0,26.0,0.0,47.0
3502979,2008,6,15,7,1609.0,1445,1803.0,1630,AA,1417,N4WKAA,234.0,225.0,209.0,93.0,84.0,ORD,LAS,1515,7.0,18.0,0,N,0,0.0,0.0,9.0,0.0,84.0
3502983,2008,6,19,4,1513.0,1445,1746.0,1630,AA,1417,N4YAAA,273.0,225.0,219.0,76.0,28.0,ORD,LAS,1515,29.0,25.0,0,N,0,28.0,0.0,48.0,0.0,0.0
3502985,2008,6,21,6,1459.0,1445,1655.0,1630,AA,1417,N4YKAA,236.0,225.0,202.0,25.0,14.0,ORD,LAS,1515,8.0,26.0,0,N,0,7.0,0.0,11.0,0.0,7.0
3502990,2008,6,26,4,1605.0,1445,1821.0,1630,AA,1417,N460AA,256.0,225.0,225.0,111.0,80.0,ORD,LAS,1515,9.0,22.0,0,N,0,80.0,0.0,31.0,0.0,0.0
3502991,2008,6,27,5,1535.0,1445,1727.0,1630,AA,1417,N597AA,232.0,225.0,194.0,57.0,50.0,ORD,LAS,1515,12.0,26.0,0,N,0,0.0,0.0,57.0,0.0,0.0
